"activities-heart__value__restingHeartRate","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__heartRateZones__min","activities-heart__dateTime","activities-heart-intraday__datasetType","activities-heart-intraday__datasetInterval","activities-heart-intraday__dataset__value","activities-heart-intraday__dataset__time"
"","","","","","","","","","97","19:09:05"
"","","","","","","","","","95","19:09:20"
"","","","","","","","","","94","19:09:25"
"","","","","","","","","","94","19:09:35"
"","","","","","","","","","93","19:09:40"
"","","","","","","","","","95","19:09:45"
"","","","","","","","","","98","19:09:50"
"","","","","","","","","","99","19:09:55"
"","","","","","","","","","99","19:10:10"
"","","","","","","","","","100","19:10:20"
"","","","","","","","","","100","19:10:30"
"","","","","","","","","","101","19:10:35"
"","","","","","","","","","102","19:10:40"
"","","","","","","","","","100","19:10:45"
"","","","","","","","","","100","19:11:00"
"","","","","","","","","","100","19:11:15"
"","","","","","","","","","100","19:11:30"
"","","","","","","","","","100","19:11:35"
"","","","","","","","","","100","19:11:40"
"","","","","","","","","","99","19:11:45"
"","","","","","","","","","101","19:11:50"
"","","","","","","","","","101","19:11:55"
"","","","","","","","","","100","19:12:00"
"","","","","","","","","","101","19:12:10"
"","","","","","","","","","102","19:12:20"
"","","","","","","","","","101","19:12:30"
"","","","","","","","","","103","19:12:40"
"","","","","","","","","","104","19:12:45"
"","","","","","","","","","104","19:13:00"
"","","","","","","","","","104","19:13:15"
"","","","","","","","","","103","19:13:20"
"","","","","","","","","","106","19:13:35"
"","","","","","","","","","107","19:13:40"
"","","","","","","","","","106","19:13:55"
"","","","","","","","","","107","19:14:05"
"","","","","","","","","","108","19:14:20"
"","","","","","","","","","105","19:14:25"
"","","","","","","","","","106","19:14:30"
"","","","","","","","","","104","19:14:35"
"","","","","","","","","","106","19:14:40"
"","","","","","","","","","111","19:14:45"
"","","","","","","","","","110","19:14:50"
"","","","","","","","","","110","19:15:05"
"","","","","","","","","","110","19:15:20"
"","","","","","","","","","109","19:15:25"
"","","","","","","","","","108","19:15:35"
"","","","","","","","","","107","19:15:50"
"","","","","","","","","","104","19:15:55"
"","","","","","","","","","103","19:16:00"
"","","","","","","","","","99","19:16:05"
"","","","","","","","","","96","19:16:20"
"","","","","","","","","","96","19:16:25"
"","","","","","","","","","93","19:16:30"
"","","","","","","","","","93","19:16:35"
"","","","","","","","","","92","19:16:45"
"","","","","","","","","","94","19:16:55"
"","","","","","","","","","95","19:17:00"
"","","","","","","","","","105","19:17:10"
"","","","","","","","","","106","19:17:15"
"","","","","","","","","","106","19:17:30"
"","","","","","","","","","107","19:17:35"
"","","","","","","","","","107","19:17:50"
"","","","","","","","","","106","19:18:05"
"","","","","","","","","","101","19:18:20"
"","","","","","","","","","98","19:18:30"
"","","","","","","","","","95","19:18:45"
"","","","","","","","","","94","19:18:50"
"","","","","","","","","","97","19:19:00"
"","","","","","","","","","98","19:19:10"
"","","","","","","","","","98","19:19:20"
"","","","","","","","","","96","19:19:30"
"","","","","","","","","","95","19:19:40"
"","","","","","","","","","90","19:19:50"
"","","","","","","","","","93","19:20:00"
"","","","","","","","","","93","19:20:10"
"","","","","","","","","","94","19:20:20"
"","","","","","","","","","95","19:20:30"
"","","","","","","","","","95","19:20:35"
"","","","","","","","","","95","19:20:50"
"","","","","","","","","","95","19:21:05"
"","","","","","","","","","95","19:21:20"
"","","","","","","","","","96","19:21:30"
"","","","","","","","","","96","19:21:45"
"","","","","","","","","","96","19:22:00"
"","","","","","","","","","96","19:22:15"
"","","","","","","","","","97","19:22:20"
"","","","","","","","","","98","19:22:25"
"","","","","","","","","","98","19:22:40"
"","","","","","","","","","99","19:22:55"
"","","","","","","","","","99","19:23:10"
"","","","","","","","","","99","19:23:25"
"","","","","","","","","","100","19:23:30"
"","","","","","","","","","102","19:23:40"
"","","","","","","","","","105","19:23:45"
"","","","","","","","","","108","19:23:50"
"","","","","","","","","","110","19:23:55"
"","","","","","","","","","112","19:24:00"
"","","","","","","","","","113","19:24:05"
"","","","","","","","","","115","19:24:15"
"","","","","","","","","","115","19:24:20"
"","","","","","","","","","114","19:24:25"
"","","","","","","","","","113","19:24:35"
"","","","","","","","","","112","19:24:40"
"","","","","","","","","","114","19:24:45"
"","","","","","","","","","114","19:25:00"
"","","","","","","","","","115","19:25:05"
"","","","","","","","","","111","19:25:15"
"","","","","","","","","","107","19:25:20"
"","","","","","","","","","104","19:25:25"
"","","","","","","","","","105","19:25:35"
"","","","","","","","","","106","19:25:40"
"","","","","","","","","","109","19:25:45"
"","","","","","","","","","111","19:25:50"
"","","","","","","","","","111","19:26:00"
"","","","","","","","","","110","19:26:15"
"","","","","","","","","","109","19:26:25"
"","","","","","","","","","108","19:26:35"
"","","","","","","","","","108","19:26:50"
"","","","","","","","","","108","19:26:55"
"","","","","","","","","","108","19:27:10"
"","","","","","","","","","107","19:27:25"
"","","","","","","","","","106","19:27:30"
"","","","","","","","","","105","19:27:40"
"","","","","","","","","","105","19:27:45"
"","","","","","","","","","104","19:27:50"
"","","","","","","","","","103","19:27:55"
"","","","","","","","","","102","19:28:00"
"","","","","","","","","","101","19:28:05"
"","","","","","","","","","102","19:28:10"
"","","","","","","","","","102","19:28:25"
"","","","","","","","","","101","19:28:40"
"","","","","","","","","","100","19:28:45"
"","","","","","","","","","102","19:28:55"
"","","","","","","","","","101","19:29:00"
"","","","","","","","","","102","19:29:05"
"","","","","","","","","","105","19:29:15"
"","","","","","","","","","105","19:29:20"
"","","","","","","","","","105","19:29:35"
"","","","","","","","","","105","19:29:50"
"","","","","","","","","","107","19:30:05"
"","","","","","","","","","106","19:30:10"
"","","","","","","","","","105","19:30:15"
"","","","","","","","","","104","19:30:30"
"","","","","","","","","","103","19:30:40"
"","","","","","","","","","103","19:30:45"
"","","","","","","","","","103","19:30:50"
"","","","","","","","","","102","19:30:55"
"","","","","","","","","","102","19:31:00"
"","","","","","","","","","103","19:31:05"
"","","","","","","","","","98","19:31:10"
"","","","","","","","","","100","19:31:20"
"","","","","","","","","","98","19:31:35"
"","","","","","","","","","99","19:31:40"
"","","","","","","","","","97","19:31:45"
"","","","","","","","","","98","19:31:50"
"","","","","","","","","","97","19:32:00"
"","","","","","","","","","97","19:32:15"
"","","","","","","","","","97","19:32:30"
"","","","","","","","","","96","19:32:40"
"","","","","","","","","","97","19:32:45"
"","","","","","","","","","97","19:33:00"
"","","","","","","","","","96","19:33:05"
"","","","","","","","","","96","19:33:10"
"","","","","","","","","","96","19:33:25"
"","","","","","","","","","95","19:33:40"
"","","","","","","","","","94","19:33:45"
"","","","","","","","","","94","19:33:55"
"","","","","","","","","","95","19:34:00"
"","","","","","","","","","97","19:34:05"
"","","","","","","","","","99","19:34:10"
"","","","","","","","","","100","19:34:15"
"","","","","","","","","","100","19:34:20"
"","","","","","","","","","100","19:34:25"
"","","","","","","","","","100","19:34:40"
"","","","","","","","","","100","19:34:55"
"","","","","","","","","","100","19:35:10"
"","","","","","","","","","100","19:35:25"
"","","","","","","","","","100","19:35:40"
"","","","","","","","","","99","19:35:50"
"","","","","","","","","","97","19:35:55"
"","","","","","","","","","97","19:36:10"
"","","","","","","","","","97","19:36:20"
"","","","","","","","","","97","19:36:25"
"","","","","","","","","","98","19:36:35"
"","","","","","","","","","97","19:36:50"
"","","","","","","","","","98","19:37:00"
"","","","","","","","","","96","19:37:10"
"","","","","","","","","","96","19:37:25"
"","","","","","","","","","96","19:37:40"
"","","","","","","","","","95","19:37:50"
"","","","","","","","","","95","19:37:55"
"","","","","","","","","","95","19:38:00"
"","","","","","","","","","95","19:38:15"
"","","","","","","","","","94","19:38:25"
"","","","","","","","","","93","19:38:30"
"","","","","","","","","","93","19:38:45"
"","","","","","","","","","92","19:38:55"
"","","","","","","","","","94","19:39:00"
"","","","","","","","","","93","19:39:10"
"","","","","","","","","","92","19:39:15"
"","","","","","","","","","92","19:39:20"
"","","","","","","","","","92","19:39:30"
"","","","","","","","","","91","19:39:35"
"","","","","","","","","","90","19:39:45"
"","","","","","","","","","90","19:40:00"
"","","","","","","","","","91","19:40:10"
"","","","","","","","","","90","19:40:15"
"","","","","","","","","","89","19:40:20"
"","","","","","","","","","88","19:40:30"
"","","","","","","","","","87","19:40:35"
"","","","","","","","","","88","19:40:40"
"","","","","","","","","","87","19:40:45"
"","","","","","","","","","88","19:41:00"
"","","","","","","","","","89","19:41:10"
"","","","","","","","","","88","19:41:15"
"","","","","","","","","","87","19:41:20"
"","","","","","","","","","88","19:41:25"
"","","","","","","","","","87","19:41:35"
"","","","","","","","","","88","19:41:40"
"","","","","","","","","","88","19:41:55"
"","","","","","","","","","88","19:42:10"
"","","","","","","","","","87","19:42:25"
"","","","","","","","","","86","19:42:35"
"","","","","","","","","","87","19:42:45"
"","","","","","","","","","88","19:42:50"
"","","","","","","","","","88","19:43:05"
"","","","","","","","","","88","19:43:10"
"","","","","","","","","","90","19:43:15"
"","","","","","","","","","92","19:43:20"
"","","","","","","","","","93","19:43:25"
"","","","","","","","","","94","19:43:35"
"","","","","","","","","","95","19:43:40"
"","","","","","","","","","96","19:43:50"
"","","","","","","","","","96","19:43:55"
"","","","","","","","","","95","19:44:10"
"","","","","","","","","","94","19:44:15"
"","","","","","","","","","93","19:44:30"
"","","","","","","","","","92","19:44:35"
"","","","","","","","","","92","19:44:50"
"","","","","","","","","","91","19:45:05"
"","","","","","","","","","92","19:45:10"
"","","","","","","","","","82","19:45:15"
"","","","","","","","","","83","19:45:25"
"","","","","","","","","","84","19:45:30"
"","","","","","","","","","84","19:45:45"
"","","","","","","","","","83","19:45:50"
"","","","","","","","","","84","19:45:55"
"","","","","","","","","","85","19:46:00"
"","","","","","","","","","87","19:46:05"
"","","","","","","","","","88","19:46:10"
"","","","","","","","","","89","19:46:20"
"","","","","","","","","","88","19:46:30"
"","","","","","","","","","88","19:46:35"
"","","","","","","","","","89","19:46:45"
"","","","","","","","","","88","19:46:55"
"","","","","","","","","","91","19:47:00"
"","","","","","","","","","90","19:47:05"
"","","","","","","","","","91","19:47:15"
"","","","","","","","","","90","19:47:20"
"","","","","","","","","","89","19:47:30"
"","","","","","","","","","89","19:47:45"
"","","","","","","","","","89","19:48:00"
"","","","","","","","","","90","19:48:10"
"","","","","","","","","","90","19:48:15"
"","","","","","","","","","91","19:48:25"
"","","","","","","","","","90","19:48:30"
"","","","","","","","","","90","19:48:45"
"","","","","","","","","","90","19:49:00"
"","","","","","","","","","89","19:49:05"
"","","","","","","","","","91","19:49:15"
"","","","","","","","","","90","19:49:20"
"","","","","","","","","","94","19:49:25"
"","","","","","","","","","92","19:49:40"
"","","","","","","","","","90","19:49:50"
"","","","","","","","","","90","19:50:05"
"","","","","","","","","","91","19:50:15"
"","","","","","","","","","92","19:50:25"
"","","","","","","","","","94","19:50:40"
"","","","","","","","","","93","19:50:45"
"","","","","","","","","","92","19:50:50"
"","","","","","","","","","93","19:51:00"
"","","","","","","","","","94","19:51:05"
"","","","","","","","","","95","19:51:20"
"","","","","","","","","","93","19:51:25"
"","","","","","","","","","91","19:51:40"
"","","","","","","","","","90","19:51:50"
"","","","","","","","","","90","19:52:05"
"","","","","","","","","","90","19:52:20"
"","","","","","","","","","89","19:52:35"
"","","","","","","","","","90","19:52:40"
"","","","","","","","","","91","19:52:45"
"","","","","","","","","","90","19:52:50"
"","","","","","","","","","88","19:53:05"
"","","","","","","","","","88","19:53:20"
"","","","","","","","","","87","19:53:25"
"","","","","","","","","","88","19:53:35"
"","","","","","","","","","89","19:53:45"
"","","","","","","","","","91","19:53:55"
"","","","","","","","","","90","19:54:00"
"","","","","","","","","","91","19:54:05"
"","","","","","","","","","88","19:54:10"
"","","","","","","","","","89","19:54:20"
"","","","","","","","","","88","19:54:30"
"","","","","","","","","","88","19:54:45"
"","","","","","","","","","90","19:54:50"
"","","","","","","","","","92","19:55:05"
"","","","","","","","","","89","19:55:10"
"","","","","","","","","","88","19:55:20"
"","","","","","","","","","88","19:55:35"
"","","","","","","","","","89","19:55:50"
"","","","","","","","","","88","19:56:00"
"","","","","","","","","","87","19:56:10"
"","","","","","","","","","88","19:56:20"
"","","","","","","","","","88","19:56:35"
"","","","","","","","","","87","19:56:50"
"","","","","","","","","","87","19:57:05"
"","","","","","","","","","87","19:57:10"
"","","","","","","","","","87","19:57:25"
"","","","","","","","","","86","19:57:30"
"","","","","","","","","","88","19:57:40"
"","","","","","","","","","85","19:57:50"
"","","","","","","","","","86","19:58:05"
"","","","","","","","","","86","19:58:20"
"","","","","","","","","","85","19:58:25"
"","","","","","","","","","86","19:58:30"
"","","","","","","","","","87","19:58:35"
"","","","","","","","","","89","19:58:40"
"","","","","","","","","","90","19:58:50"
"","","","","","","","","","92","19:58:55"
"","","","","","","","","","92","19:59:10"
"","","","","","","","","","90","19:59:15"
"","","","","","","","","","90","19:59:20"
"","","","","","","","","","88","19:59:25"
"","","","","","","","","","87","19:59:30"
"","","","","","","","","","87","19:59:45"
"","","","","","","","","","86","19:59:50"
"","","","","","","","","","86","20:00:00"
"","","","","","","","","","86","20:00:15"
"","","","","","","","","","86","20:00:30"
"","","","","","","","","","86","20:00:40"
"","","","","","","","","","86","20:00:55"
"","","","","","","","","","86","20:01:10"
"","","","","","","","","","86","20:01:20"
"","","","","","","","","","85","20:01:30"
"","","","","","","","","","87","20:01:35"
"","","","","","","","","","88","20:01:40"
"","","","","","","","","","89","20:01:45"
"","","","","","","","","","90","20:01:50"
"","","","","","","","","","90","20:01:55"
"","","","","","","","","","89","20:02:00"
"","","","","","","","","","90","20:02:05"
"","","","","","","","","","84","20:02:20"
"","","","","","","","","","84","20:02:25"
"","","","","","","","","","85","20:02:40"
"","","","","","","","","","88","20:02:45"
"","","","","","","","","","90","20:02:50"
"","","","","","","","","","89","20:02:55"
"","","","","","","","","","88","20:03:05"
"","","","","","","","","","87","20:03:20"
"","","","","","","","","","86","20:03:30"
"","","","","","","","","","85","20:03:35"
"","","","","","","","","","86","20:03:45"
"","","","","","","","","","87","20:04:00"
"","","","","","","","","","88","20:04:15"
"","","","","","","","","","89","20:04:20"
"","","","","","","","","","89","20:04:35"
"","","","","","","","","","88","20:04:40"
"","","","","","","","","","88","20:04:55"
"","","","","","","","","","88","20:05:10"
"","","","","","","","","","87","20:05:25"
"","","","","","","","","","87","20:05:40"
"","","","","","","","","","86","20:05:45"
"","","","","","","","","","86","20:05:55"
"","","","","","","","","","85","20:06:10"
"","","","","","","","","","85","20:06:15"
"","","","","","","","","","88","20:06:30"
"","","","","","","","","","89","20:06:35"
"","","","","","","","","","90","20:06:40"
"","","","","","","","","","89","20:06:50"
"","","","","","","","","","88","20:07:00"
"","","","","","","","","","86","20:07:10"
"","","","","","","","","","86","20:07:25"
"","","","","","","","","","85","20:07:40"
"","","","","","","","","","85","20:07:55"
"","","","","","","","","","87","20:08:00"
"","","","","","","","","","88","20:08:10"
"","","","","","","","","","86","20:08:15"
"","","","","","","","","","86","20:08:20"
"","","","","","","","","","85","20:08:30"
"","","","","","","","","","86","20:08:40"
"","","","","","","","","","85","20:08:50"
"","","","","","","","","","86","20:09:00"
"","","","","","","","","","85","20:09:05"
"","","","","","","","","","84","20:09:20"
"","","","","","","","","","84","20:09:35"
"","","","","","","","","","84","20:09:50"
"","","","","","","","","","85","20:10:00"
"","","","","","","","","","85","20:10:15"
"","","","","","","","","","87","20:10:20"
"","","","","","","","","","86","20:10:30"
"","","","","","","","","","85","20:10:35"
"","","","","","","","","","86","20:10:50"
"","","","","","","","","","87","20:11:00"
"","","","","","","","","","88","20:11:05"
"","","","","","","","","","89","20:11:10"
"","","","","","","","","","87","20:11:20"
"","","","","","","","","","86","20:11:25"
"","","","","","","","","","85","20:11:30"
"","","","","","","","","","84","20:11:35"
"","","","","","","","","","83","20:11:40"
"","","","","","","","","","82","20:11:45"
"","","","","","","","","","83","20:11:55"
"","","","","","","","","","84","20:12:00"
"","","","","","","","","","85","20:12:05"
"","","","","","","","","","85","20:12:10"
"","","","","","","","","","85","20:12:25"
"","","","","","","","","","85","20:12:40"
"","","","","","","","","","86","20:12:55"
"","","","","","","","","","87","20:13:05"
"","","","","","","","","","86","20:13:10"
"","","","","","","","","","85","20:13:15"
"","","","","","","","","","84","20:13:20"
"","","","","","","","","","82","20:13:25"
"","","","","","","","","","81","20:13:30"
"","","","","","","","","","81","20:13:45"
"","","","","","","","","","82","20:13:50"
"","","","","","","","","","82","20:14:05"
"","","","","","","","","","83","20:14:10"
"","","","","","","","","","84","20:14:15"
"","","","","","","","","","84","20:14:30"
"","","","","","","","","","86","20:14:45"
"","","","","","","","","","86","20:15:00"
"","","","","","","","","","86","20:15:15"
"","","","","","","","","","86","20:15:30"
"","","","","","","","","","85","20:15:35"
"","","","","","","","","","85","20:15:50"
"","","","","","","","","","84","20:15:55"
"","","","","","","","","","84","20:16:10"
"","","","","","","","","","84","20:16:25"
"","","","","","","","","","85","20:16:40"
"","","","","","","","","","85","20:16:55"
"","","","","","","","","","85","20:17:00"
"","","","","","","","","","85","20:17:10"
"","","","","","","","","","85","20:17:20"
"","","","","","","","","","85","20:17:30"
"","","","","","","","","","87","20:17:40"
"","","","","","","","","","88","20:17:55"
"","","","","","","","","","89","20:18:00"
"","","","","","","","","","89","20:18:15"
"","","","","","","","","","88","20:18:20"
"","","","","","","","","","87","20:18:30"
"","","","","","","","","","88","20:18:45"
"","","","","","","","","","87","20:18:50"
"","","","","","","","","","87","20:19:05"
"","","","","","","","","","87","20:19:20"
"","","","","","","","","","88","20:19:25"
"","","","","","","","","","87","20:19:30"
"","","","","","","","","","91","20:19:35"
"","","","","","","","","","90","20:19:40"
"","","","","","","","","","89","20:19:55"
"","","","","","","","","","89","20:20:10"
"","","","","","","","","","88","20:20:20"
"","","","","","","","","","88","20:20:35"
"","","","","","","","","","87","20:20:45"
"","","","","","","","","","87","20:21:00"
"","","","","","","","","","87","20:21:15"
"","","","","","","","","","89","20:21:30"
"","","","","","","","","","94","20:21:40"
"","","","","","","","","","94","20:21:45"
"","","","","","","","","","96","20:21:55"
"","","","","","","","","","94","20:22:00"
"","","","","","","","","","93","20:22:10"
"","","","","","","","","","92","20:22:15"
"","","","","","","","","","92","20:22:30"
"","","","","","","","","","92","20:22:40"
"","","","","","","","","","86","20:22:50"
"","","","","","","","","","85","20:22:55"
"","","","","","","","","","85","20:23:05"
"","","","","","","","","","85","20:23:10"
"","","","","","","","","","85","20:23:20"
"","","","","","","","","","87","20:23:35"
"","","","","","","","","","88","20:23:40"
"","","","","","","","","","87","20:23:55"
"","","","","","","","","","88","20:24:05"
"","","","","","","","","","90","20:24:10"
"","","","","","","","","","90","20:24:25"
"","","","","","","","","","90","20:24:40"
"","","","","","","","","","90","20:24:45"
"","","","","","","","","","85","20:25:00"
"","","","","","","","","","84","20:25:05"
"","","","","","","","","","83","20:25:10"
"","","","","","","","","","83","20:25:25"
"","","","","","","","","","85","20:25:40"
"","","","","","","","","","86","20:25:45"
"","","","","","","","","","87","20:25:50"
"","","","","","","","","","87","20:25:55"
"","","","","","","","","","89","20:26:00"
"","","","","","","","","","90","20:26:05"
"","","","","","","","","","89","20:26:10"
"","","","","","","","","","89","20:26:25"
"","","","","","","","","","90","20:26:30"
"","","","","","","","","","89","20:26:45"
"","","","","","","","","","89","20:27:00"
"","","","","","","","","","88","20:27:05"
"","","","","","","","","","86","20:27:10"
"","","","","","","","","","88","20:27:25"
"","","","","","","","","","88","20:27:40"
"","","","","","","","","","89","20:27:55"
"","","","","","","","","","89","20:28:10"
"","","","","","","","","","89","20:28:25"
"","","","","","","","","","88","20:28:30"
"","","","","","","","","","89","20:28:40"
"","","","","","","","","","90","20:28:45"
"","","","","","","","","","91","20:28:50"
"","","","","","","","","","92","20:28:55"
"","","","","","","","","","91","20:29:05"
"","","","","","","","","","90","20:29:10"
"","","","","","","","","","89","20:29:15"
"","","","","","","","","","90","20:29:30"
"","","","","","","","","","89","20:29:35"
"","","","","","","","","","88","20:29:40"
"","","","","","","","","","89","20:29:45"
"","","","","","","","","","89","20:29:50"
"","","","","","","","","","89","20:30:05"
"","","","","","","","","","89","20:30:20"
"","","","","","","","","","89","20:30:35"
"","","","","","","","","","89","20:30:50"
"","","","","","","","","","92","20:31:05"
"","","","","","","","","","96","20:31:10"
"","","","","","","","","","99","20:31:15"
"","","","","","","","","","101","20:31:20"
"","","","","","","","","","102","20:31:25"
"","","","","","","","","","105","20:31:30"
"","","","","","","","","","104","20:31:35"
"","","","","","","","","","103","20:31:45"
"","","","","","","","","","102","20:31:50"
"","","","","","","","","","101","20:32:05"
"","","","","","","","","","100","20:32:10"
"","","","","","","","","","99","20:32:15"
"","","","","","","","","","97","20:32:25"
"","","","","","","","","","98","20:32:40"
"","","","","","","","","","98","20:32:50"
"","","","","","","","","","98","20:32:55"
"","","","","","","","","","97","20:33:00"
"","","","","","","","","","96","20:33:05"
"","","","","","","","","","97","20:33:10"
"","","","","","","","","","98","20:33:15"
"","","","","","","","","","100","20:33:20"
"","","","","","","","","","97","20:33:25"
"","","","","","","","","","96","20:33:30"
"","","","","","","","","","98","20:33:35"
"","","","","","","","","","99","20:33:45"
"","","","","","","","","","100","20:33:50"
"","","","","","","","","","101","20:34:00"
"","","","","","","","","","101","20:34:05"
"","","","","","","","","","100","20:34:10"
"","","","","","","","","","100","20:34:15"
"","","","","","","","","","100","20:34:30"
"","","","","","","","","","99","20:34:45"
"","","","","","","","","","95","20:35:00"
"","","","","","","","","","96","20:35:05"
"","","","","","","","","","94","20:35:15"
"","","","","","","","","","94","20:35:30"
"","","","","","","","","","94","20:35:45"
"","","","","","","","","","97","20:35:50"
"","","","","","","","","","97","20:35:55"
"","","","","","","","","","97","20:36:10"
"","","","","","","","","","98","20:36:15"
"","","","","","","","","","99","20:36:20"
"","","","","","","","","","97","20:36:25"
"","","","","","","","","","98","20:36:30"
"","","","","","","","","","100","20:36:35"
"","","","","","","","","","101","20:36:40"
"","","","","","","","","","101","20:36:50"
"","","","","","","","","","101","20:37:05"
"","","","","","","","","","102","20:37:20"
"","","","","","","","","","103","20:37:25"
"","","","","","","","","","105","20:37:35"
"","","","","","","","","","108","20:37:40"
"","","","","","","","","","111","20:37:45"
"","","","","","","","","","112","20:37:50"
"","","","","","","","","","113","20:37:55"
"","","","","","","","","","118","20:38:00"
"","","","","","","","","","114","20:38:05"
"","","","","","","","","","113","20:38:10"
"","","","","","","","","","117","20:38:15"
"","","","","","","","","","116","20:38:20"
"","","","","","","","","","118","20:38:25"
"","","","","","","","","","120","20:38:30"
"","","","","","","","","","119","20:38:40"
"","","","","","","","","","112","20:38:45"
"","","","","","","","","","112","20:38:50"
"","","","","","","","","","115","20:38:55"
"","","","","","","","","","113","20:39:00"
"","","","","","","","","","113","20:39:10"
"","","","","","","","","","115","20:39:15"
"","","","","","","","","","114","20:39:20"
"","","","","","","","","","112","20:39:25"
"","","","","","","","","","110","20:39:35"
"","","","","","","","","","108","20:39:40"
"","","","","","","","","","107","20:39:50"
"","","","","","","","","","106","20:40:05"
"","","","","","","","","","106","20:40:20"
"","","","","","","","","","106","20:40:25"
"","","","","","","","","","105","20:40:40"
"","","","","","","","","","100","20:40:45"
"","","","","","","","","","100","20:40:50"
"","","","","","","","","","99","20:40:55"
"","","","","","","","","","99","20:41:10"
"","","","","","","","","","97","20:41:20"
"","","","","","","","","","97","20:41:35"
"","","","","","","","","","97","20:41:40"
"","","","","","","","","","97","20:41:45"
"","","","","","","","","","95","20:42:00"
"","","","","","","","","","94","20:42:15"
"","","","","","","","","","95","20:42:20"
"","","","","","","","","","97","20:42:25"
"","","","","","","","","","99","20:42:30"
"","","","","","","","","","100","20:42:35"
"","","","","","","","","","98","20:42:45"
"","","","","","","","","","99","20:42:50"
"","","","","","","","","","103","20:43:00"
"","","","","","","","","","106","20:43:05"
"","","","","","","","","","107","20:43:15"
"","","","","","","","","","110","20:43:20"
"","","","","","","","","","107","20:43:25"
"","","","","","","","","","106","20:43:35"
"","","","","","","","","","105","20:43:40"
"","","","","","","","","","107","20:43:50"
"","","","","","","","","","102","20:43:55"
"","","","","","","","","","99","20:44:00"
"","","","","","","","","","102","20:44:05"
"","","","","","","","","","103","20:44:10"
"","","","","","","","","","104","20:44:25"
"","","","","","","","","","107","20:44:30"
"","","","","","","","","","108","20:44:40"
"","","","","","","","","","109","20:44:50"
"","","","","","","","","","111","20:44:55"
"","","","","","","","","","114","20:45:00"
"","","","","","","","","","116","20:45:05"
"","","","","","","","","","114","20:45:10"
"","","","","","","","","","118","20:45:20"
"","","","","","","","","","118","20:45:25"
"","","","","","","","","","115","20:45:30"
"","","","","","","","","","118","20:45:35"
"","","","","","","","","","121","20:45:40"
"","","","","","","","","","130","20:45:45"
"","","","","","","","","","131","20:45:50"
"","","","","","","","","","133","20:45:55"
"","","","","","","","","","134","20:46:00"
"","","","","","","","","","131","20:46:05"
"","","","","","","","","","130","20:46:15"
"","","","","","","","","","128","20:46:25"
"","","","","","","","","","127","20:46:35"
"","","","","","","","","","126","20:46:40"
"","","","","","","","","","125","20:46:45"
"","","","","","","","","","124","20:46:50"
"","","","","","","","","","121","20:46:55"
"","","","","","","","","","122","20:47:00"
"","","","","","","","","","123","20:47:05"
"","","","","","","","","","121","20:47:10"
"","","","","","","","","","119","20:47:15"
"","","","","","","","","","116","20:47:25"
"","","","","","","","","","110","20:47:30"
"","","","","","","","","","111","20:47:40"
"","","","","","","","","","111","20:47:55"
"","","","","","","","","","111","20:48:05"
"","","","","","","","","","116","20:48:10"
"","","","","","","","","","115","20:48:15"
"","","","","","","","","","114","20:48:30"
"","","","","","","","","","113","20:48:40"
"","","","","","","","","","115","20:48:50"
"","","","","","","","","","113","20:49:00"
"","","","","","","","","","116","20:49:10"
"","","","","","","","","","111","20:49:20"
"","","","","","","","","","112","20:49:30"
"","","","","","","","","","111","20:49:40"
"","","","","","","","","","112","20:49:50"
"","","","","","","","","","112","20:50:05"
"","","","","","","","","","112","20:50:20"
"","","","","","","","","","112","20:50:35"
"","","","","","","","","","112","20:50:50"
"","","","","","","","","","113","20:51:00"
"","","","","","","","","","113","20:51:05"
"","","","","","","","","","110","20:51:10"
"","","","","","","","","","108","20:51:20"
"","","","","","","","","","109","20:51:25"
"","","","","","","","","","106","20:51:30"
"","","","","","","","","","108","20:51:35"
"","","","","","","","","","110","20:51:40"
"","","","","","","","","","111","20:51:45"
"","","","","","","","","","111","20:51:55"
"","","","","","","","","","109","20:52:10"
"","","","","","","","","","111","20:52:15"
"","","","","","","","","","114","20:52:20"
"","","","","","","","","","112","20:52:25"
"","","","","","","","","","116","20:52:30"
"","","","","","","","","","119","20:52:35"
"","","","","","","","","","121","20:52:40"
"","","","","","","","","","121","20:52:55"
"","","","","","","","","","120","20:53:00"
"","","","","","","","","","117","20:53:05"
"","","","","","","","","","116","20:53:10"
"","","","","","","","","","118","20:53:20"
"","","","","","","","","","119","20:53:30"
"","","","","","","","","","116","20:53:35"
"","","","","","","","","","115","20:53:40"
"","","","","","","","","","115","20:53:45"
"","","","","","","","","","114","20:53:50"
"","","","","","","","","","116","20:53:55"
"","","","","","","","","","115","20:54:00"
"","","","","","","","","","116","20:54:10"
"","","","","","","","","","114","20:54:15"
"","","","","","","","","","111","20:54:20"
"","","","","","","","","","112","20:54:25"
"","","","","","","","","","113","20:54:30"
"","","","","","","","","","113","20:54:40"
"","","","","","","","","","115","20:54:50"
"","","","","","","","","","114","20:54:55"
"","","","","","","","","","111","20:55:00"
"","","","","","","","","","108","20:55:10"
"","","","","","","","","","107","20:55:15"
"","","","","","","","","","107","20:55:25"
"","","","","","","","","","103","20:55:35"
"","","","","","","","","","101","20:55:40"
"","","","","","","","","","101","20:55:45"
"","","","","","","","","","101","20:55:50"
