"activities-heart__value__restingHeartRate","activities-heart__value__heartRateZones__max","activities-heart__value__heartRateZones__caloriesOut","activities-heart__value__heartRateZones__minutes","activities-heart__value__heartRateZones__name","activities-heart__value__heartRateZones__min","activities-heart__dateTime","activities-heart-intraday__datasetType","activities-heart-intraday__datasetInterval","activities-heart-intraday__dataset__value","activities-heart-intraday__dataset__time"
"","","","","","","","","","63","06:44:20"
"","","","","","","","","","63","06:44:30"
"","","","","","","","","","63","06:44:45"
"","","","","","","","","","62","06:44:50"
"","","","","","","","","","62","06:45:05"
"","","","","","","","","","62","06:45:20"
"","","","","","","","","","62","06:45:30"
"","","","","","","","","","61","06:45:40"
"","","","","","","","","","61","06:45:55"
"","","","","","","","","","64","06:46:10"
"","","","","","","","","","62","06:46:20"
"","","","","","","","","","62","06:46:35"
"","","","","","","","","","63","06:46:40"
"","","","","","","","","","62","06:46:50"
"","","","","","","","","","63","06:47:00"
"","","","","","","","","","63","06:47:15"
"","","","","","","","","","62","06:47:20"
"","","","","","","","","","61","06:47:30"
"","","","","","","","","","62","06:47:40"
"","","","","","","","","","62","06:47:50"
"","","","","","","","","","62","06:48:05"
"","","","","","","","","","62","06:48:20"
"","","","","","","","","","60","06:48:30"
"","","","","","","","","","61","06:48:40"
"","","","","","","","","","64","06:48:50"
"","","","","","","","","","63","06:49:00"
"","","","","","","","","","62","06:49:10"
"","","","","","","","","","63","06:49:20"
"","","","","","","","","","63","06:49:35"
"","","","","","","","","","61","06:49:50"
"","","","","","","","","","61","06:50:05"
"","","","","","","","","","64","06:50:10"
"","","","","","","","","","64","06:50:25"
"","","","","","","","","","62","06:50:30"
"","","","","","","","","","63","06:50:40"
"","","","","","","","","","64","06:50:50"
"","","","","","","","","","63","06:51:00"
"","","","","","","","","","62","06:51:10"
"","","","","","","","","","63","06:51:20"
"","","","","","","","","","63","06:51:35"
"","","","","","","","","","62","06:51:50"
"","","","","","","","","","62","06:52:05"
"","","","","","","","","","63","06:52:10"
"","","","","","","","","","63","06:52:25"
"","","","","","","","","","63","06:52:40"
"","","","","","","","","","62","06:52:50"
"","","","","","","","","","61","06:53:00"
"","","","","","","","","","61","06:53:15"
"","","","","","","","","","62","06:53:20"
"","","","","","","","","","63","06:53:30"
"","","","","","","","","","62","06:53:40"
"","","","","","","","","","61","06:53:50"
"","","","","","","","","","61","06:54:05"
"","","","","","","","","","61","06:54:10"
"","","","","","","","","","61","06:54:25"
"","","","","","","","","","62","06:54:30"
"","","","","","","","","","67","06:54:40"
"","","","","","","","","","66","06:54:50"
"","","","","","","","","","66","06:55:05"
"","","","","","","","","","65","06:55:10"
"","","","","","","","","","64","06:55:20"
"","","","","","","","","","61","06:55:30"
"","","","","","","","","","61","06:55:45"
"","","","","","","","","","78","06:55:50"
"","","","","","","","","","64","06:56:00"
"","","","","","","","","","61","06:56:10"
"","","","","","","","","","60","06:56:20"
"","","","","","","","","","59","06:56:30"
"","","","","","","","","","60","06:56:40"
"","","","","","","","","","62","06:56:50"
"","","","","","","","","","62","06:57:00"
"","","","","","","","","","59","06:57:10"
"","","","","","","","","","60","06:57:20"
"","","","","","","","","","60","06:57:35"
"","","","","","","","","","62","06:57:40"
"","","","","","","","","","66","06:57:50"
"","","","","","","","","","63","06:58:00"
"","","","","","","","","","65","06:58:10"
"","","","","","","","","","66","06:58:20"
"","","","","","","","","","64","06:58:30"
"","","","","","","","","","66","06:58:40"
"","","","","","","","","","68","06:58:50"
"","","","","","","","","","67","06:59:00"
"","","","","","","","","","69","06:59:10"
"","","","","","","","","","69","06:59:25"
"","","","","","","","","","66","06:59:30"
"","","","","","","","","","66","06:59:45"
"","","","","","","","","","67","06:59:50"
"","","","","","","","","","64","07:00:00"
"","","","","","","","","","64","07:00:15"
"","","","","","","","","","65","07:00:20"
"","","","","","","","","","63","07:00:30"
"","","","","","","","","","63","07:00:45"
"","","","","","","","","","64","07:00:50"
"","","","","","","","","","65","07:01:00"
"","","","","","","","","","65","07:01:15"
"","","","","","","","","","63","07:01:20"
"","","","","","","","","","64","07:01:30"
"","","","","","","","","","66","07:01:40"
"","","","","","","","","","69","07:01:50"
"","","","","","","","","","64","07:02:00"
"","","","","","","","","","65","07:02:10"
"","","","","","","","","","65","07:02:25"
"","","","","","","","","","63","07:02:30"
"","","","","","","","","","66","07:02:40"
"","","","","","","","","","69","07:02:50"
"","","","","","","","","","72","07:03:00"
"","","","","","","","","","73","07:03:10"
"","","","","","","","","","68","07:03:20"
"","","","","","","","","","67","07:03:30"
"","","","","","","","","","70","07:03:40"
"","","","","","","","","","68","07:03:50"
"","","","","","","","","","66","07:04:00"
"","","","","","","","","","68","07:04:10"
"","","","","","","","","","69","07:04:20"
"","","","","","","","","","70","07:04:30"
"","","","","","","","","","73","07:04:40"
"","","","","","","","","","74","07:04:50"
"","","","","","","","","","74","07:05:05"
"","","","","","","","","","76","07:05:10"
"","","","","","","","","","74","07:05:20"
"","","","","","","","","","75","07:05:30"
"","","","","","","","","","78","07:05:40"
"","","","","","","","","","73","07:05:50"
"","","","","","","","","","72","07:06:00"
"","","","","","","","","","73","07:06:10"
"","","","","","","","","","73","07:06:25"
"","","","","","","","","","74","07:06:30"
"","","","","","","","","","76","07:06:35"
"","","","","","","","","","82","07:06:50"
"","","","","","","","","","73","07:07:00"
"","","","","","","","","","64","07:07:10"
"","","","","","","","","","63","07:07:20"
"","","","","","","","","","63","07:07:35"
"","","","","","","","","","66","07:07:40"
"","","","","","","","","","68","07:07:50"
"","","","","","","","","","69","07:08:00"
"","","","","","","","","","69","07:08:15"
"","","","","","","","","","69","07:08:30"
"","","","","","","","","","70","07:08:40"
"","","","","","","","","","68","07:08:50"
"","","","","","","","","","69","07:09:00"
"","","","","","","","","","65","07:09:10"
"","","","","","","","","","61","07:09:20"
"","","","","","","","","","62","07:09:30"
"","","","","","","","","","65","07:09:40"
"","","","","","","","","","66","07:09:50"
"","","","","","","","","","65","07:10:00"
"","","","","","","","","","67","07:10:10"
"","","","","","","","","","69","07:10:20"
"","","","","","","","","","71","07:10:30"
"","","","","","","","","","65","07:10:40"
"","","","","","","","","","63","07:10:50"
"","","","","","","","","","66","07:11:00"
"","","","","","","","","","68","07:11:10"
"","","","","","","","","","68","07:11:25"
"","","","","","","","","","64","07:11:30"
"","","","","","","","","","67","07:11:40"
"","","","","","","","","","68","07:11:50"
"","","","","","","","","","67","07:12:00"
"","","","","","","","","","67","07:12:15"
"","","","","","","","","","68","07:12:20"
"","","","","","","","","","76","07:12:30"
"","","","","","","","","","75","07:12:40"
"","","","","","","","","","66","07:12:50"
"","","","","","","","","","63","07:13:00"
"","","","","","","","","","63","07:13:15"
"","","","","","","","","","65","07:13:20"
"","","","","","","","","","64","07:13:30"
"","","","","","","","","","64","07:13:45"
"","","","","","","","","","65","07:14:00"
"","","","","","","","","","65","07:14:15"
"","","","","","","","","","63","07:14:30"
"","","","","","","","","","63","07:14:40"
"","","","","","","","","","63","07:14:45"
"","","","","","","","","","74","07:15:00"
"","","","","","","","","","74","07:15:10"
"","","","","","","","","","65","07:15:20"
"","","","","","","","","","58","07:15:30"
"","","","","","","","","","58","07:15:45"
"","","","","","","","","","59","07:16:00"
"","","","","","","","","","61","07:16:10"
"","","","","","","","","","63","07:16:20"
"","","","","","","","","","65","07:16:30"
"","","","","","","","","","66","07:16:40"
"","","","","","","","","","65","07:16:50"
"","","","","","","","","","65","07:17:05"
"","","","","","","","","","67","07:17:10"
"","","","","","","","","","64","07:17:20"
"","","","","","","","","","62","07:17:30"
"","","","","","","","","","62","07:17:45"
"","","","","","","","","","63","07:17:50"
"","","","","","","","","","63","07:18:05"
"","","","","","","","","","66","07:18:10"
"","","","","","","","","","66","07:18:25"
"","","","","","","","","","63","07:18:30"
"","","","","","","","","","62","07:18:40"
"","","","","","","","","","63","07:18:50"
"","","","","","","","","","62","07:19:00"
"","","","","","","","","","65","07:19:10"
"","","","","","","","","","63","07:19:20"
"","","","","","","","","","64","07:19:30"
"","","","","","","","","","64","07:19:45"
"","","","","","","","","","63","07:19:50"
"","","","","","","","","","64","07:20:00"
"","","","","","","","","","66","07:20:10"
"","","","","","","","","","67","07:20:20"
"","","","","","","","","","66","07:20:30"
"","","","","","","","","","65","07:20:40"
"","","","","","","","","","62","07:20:50"
"","","","","","","","","","63","07:21:00"
"","","","","","","","","","64","07:21:10"
"","","","","","","","","","63","07:21:20"
"","","","","","","","","","63","07:21:35"
"","","","","","","","","","64","07:21:40"
"","","","","","","","","","64","07:21:55"
"","","","","","","","","","63","07:22:10"
"","","","","","","","","","64","07:22:15"
"","","","","","","","","","64","07:22:30"
"","","","","","","","","","81","07:22:40"
"","","","","","","","","","77","07:22:50"
"","","","","","","","","","74","07:23:00"
"","","","","","","","","","69","07:23:10"
"","","","","","","","","","64","07:23:20"
"","","","","","","","","","62","07:23:30"
"","","","","","","","","","58","07:23:40"
"","","","","","","","","","57","07:23:50"
"","","","","","","","","","57","07:24:05"
"","","","","","","","","","58","07:24:10"
"","","","","","","","","","58","07:24:25"
"","","","","","","","","","59","07:24:30"
"","","","","","","","","","58","07:24:40"
"","","","","","","","","","58","07:24:55"
"","","","","","","","","","57","07:25:00"
"","","","","","","","","","56","07:25:10"
"","","","","","","","","","57","07:25:20"
"","","","","","","","","","57","07:25:35"
"","","","","","","","","","56","07:25:40"
"","","","","","","","","","56","07:25:55"
"","","","","","","","","","56","07:26:10"
"","","","","","","","","","56","07:26:25"
"","","","","","","","","","57","07:26:40"
"","","","","","","","","","57","07:26:55"
"","","","","","","","","","56","07:27:10"
"","","","","","","","","","56","07:27:25"
"","","","","","","","","","56","07:27:40"
"","","","","","","","","","57","07:27:50"
"","","","","","","","","","56","07:28:00"
"","","","","","","","","","56","07:28:15"
"","","","","","","","","","56","07:28:30"
"","","","","","","","","","57","07:28:40"
"","","","","","","","","","57","07:28:50"
"","","","","","","","","","56","07:29:00"
"","","","","","","","","","56","07:29:15"
"","","","","","","","","","56","07:29:30"
"","","","","","","","","","55","07:29:40"
"","","","","","","","","","55","07:29:55"
"","","","","","","","","","56","07:30:00"
"","","","","","","","","","55","07:30:05"
"","","","","","","","","","56","07:30:10"
"","","","","","","","","","57","07:30:25"
"","","","","","","","","","65","07:30:30"
"","","","","","","","","","66","07:30:35"
"","","","","","","","","","66","07:30:50"
"","","","","","","","","","66","07:31:05"
"","","","","","","","","","66","07:31:20"
"","","","","","","","","","67","07:31:35"
"","","","","","","","","","68","07:31:40"
"","","","","","","","","","69","07:31:45"
"","","","","","","","","","81","07:31:50"
"","","","","","","","","","86","07:31:55"
"","","","","","","","","","86","07:32:10"
"","","","","","","","","","79","07:32:20"
"","","","","","","","","","63","07:32:30"
"","","","","","","","","","60","07:32:40"
"","","","","","","","","","59","07:32:50"
"","","","","","","","","","58","07:33:00"
"","","","","","","","","","59","07:33:10"
"","","","","","","","","","58","07:33:20"
"","","","","","","","","","58","07:33:35"
"","","","","","","","","","62","07:33:40"
"","","","","","","","","","64","07:33:50"
"","","","","","","","","","65","07:34:00"
"","","","","","","","","","63","07:34:10"
"","","","","","","","","","64","07:34:20"
"","","","","","","","","","62","07:34:30"
"","","","","","","","","","63","07:34:40"
"","","","","","","","","","72","07:34:50"
"","","","","","","","","","68","07:35:00"
"","","","","","","","","","68","07:35:15"
"","","","","","","","","","68","07:35:30"
"","","","","","","","","","70","07:35:40"
"","","","","","","","","","65","07:35:50"
"","","","","","","","","","67","07:36:00"
"","","","","","","","","","66","07:36:10"
"","","","","","","","","","64","07:36:20"
"","","","","","","","","","64","07:36:35"
"","","","","","","","","","61","07:36:40"
"","","","","","","","","","59","07:36:50"
"","","","","","","","","","59","07:37:05"
"","","","","","","","","","62","07:37:10"
"","","","","","","","","","62","07:37:20"
"","","","","","","","","","61","07:37:30"
"","","","","","","","","","59","07:37:40"
"","","","","","","","","","63","07:37:50"
"","","","","","","","","","64","07:38:00"
"","","","","","","","","","64","07:38:10"
"","","","","","","","","","70","07:38:20"
"","","","","","","","","","71","07:38:30"
"","","","","","","","","","74","07:38:40"
"","","","","","","","","","75","07:38:45"
"","","","","","","","","","76","07:38:50"
"","","","","","","","","","76","07:39:00"
"","","","","","","","","","78","07:39:10"
"","","","","","","","","","80","07:39:15"
"","","","","","","","","","80","07:39:20"
"","","","","","","","","","73","07:39:30"
"","","","","","","","","","67","07:39:35"
"","","","","","","","","","66","07:39:40"
"","","","","","","","","","65","07:39:45"
"","","","","","","","","","71","07:39:50"
"","","","","","","","","","70","07:39:55"
"","","","","","","","","","69","07:40:00"
"","","","","","","","","","67","07:40:10"
"","","","","","","","","","65","07:40:20"
"","","","","","","","","","63","07:40:30"
"","","","","","","","","","64","07:40:40"
"","","","","","","","","","65","07:40:55"
"","","","","","","","","","65","07:41:00"
"","","","","","","","","","73","07:41:10"
"","","","","","","","","","70","07:41:20"
"","","","","","","","","","69","07:41:25"
"","","","","","","","","","70","07:41:30"
"","","","","","","","","","63","07:41:40"
"","","","","","","","","","61","07:41:50"
"","","","","","","","","","60","07:42:00"
"","","","","","","","","","61","07:42:10"
"","","","","","","","","","61","07:42:15"
"","","","","","","","","","69","07:42:30"
"","","","","","","","","","64","07:42:40"
"","","","","","","","","","62","07:42:50"
"","","","","","","","","","63","07:43:00"
"","","","","","","","","","65","07:43:10"
"","","","","","","","","","62","07:43:20"
"","","","","","","","","","60","07:43:30"
"","","","","","","","","","63","07:43:40"
"","","","","","","","","","63","07:43:45"
"","","","","","","","","","73","07:44:00"
"","","","","","","","","","67","07:44:10"
"","","","","","","","","","68","07:44:20"
"","","","","","","","","","65","07:44:30"
"","","","","","","","","","65","07:44:40"
"","","","","","","","","","70","07:44:45"
"","","","","","","","","","67","07:45:00"
"","","","","","","","","","65","07:45:10"
"","","","","","","","","","64","07:45:20"
"","","","","","","","","","63","07:45:30"
"","","","","","","","","","61","07:45:40"
"","","","","","","","","","61","07:45:45"
"","","","","","","","","","60","07:46:00"
"","","","","","","","","","60","07:46:15"
"","","","","","","","","","65","07:46:20"
"","","","","","","","","","64","07:46:30"
"","","","","","","","","","65","07:46:35"
"","","","","","","","","","66","07:46:50"
"","","","","","","","","","67","07:46:55"
"","","","","","","","","","70","07:47:00"
"","","","","","","","","","92","07:47:10"
"","","","","","","","","","73","07:47:20"
"","","","","","","","","","63","07:47:30"
"","","","","","","","","","60","07:47:40"
"","","","","","","","","","60","07:47:55"
"","","","","","","","","","61","07:48:00"
"","","","","","","","","","62","07:48:10"
"","","","","","","","","","60","07:48:20"
"","","","","","","","","","63","07:48:30"
"","","","","","","","","","64","07:48:40"
"","","","","","","","","","61","07:48:50"
"","","","","","","","","","60","07:49:00"
"","","","","","","","","","60","07:49:15"
"","","","","","","","","","61","07:49:20"
"","","","","","","","","","63","07:49:30"
"","","","","","","","","","62","07:49:40"
"","","","","","","","","","63","07:49:50"
"","","","","","","","","","64","07:50:00"
"","","","","","","","","","63","07:50:10"
"","","","","","","","","","66","07:50:20"
"","","","","","","","","","64","07:50:30"
"","","","","","","","","","68","07:50:40"
"","","","","","","","","","68","07:50:55"
"","","","","","","","","","87","07:51:00"
"","","","","","","","","","82","07:51:10"
"","","","","","","","","","77","07:51:20"
"","","","","","","","","","72","07:51:30"
"","","","","","","","","","68","07:51:40"
"","","","","","","","","","64","07:51:50"
"","","","","","","","","","62","07:52:00"
"","","","","","","","","","61","07:52:10"
"","","","","","","","","","61","07:52:20"
"","","","","","","","","","66","07:52:30"
"","","","","","","","","","63","07:52:40"
"","","","","","","","","","62","07:52:50"
"","","","","","","","","","61","07:53:00"
"","","","","","","","","","63","07:53:10"
"","","","","","","","","","64","07:53:20"
"","","","","","","","","","63","07:53:30"
"","","","","","","","","","62","07:53:40"
"","","","","","","","","","61","07:53:50"
"","","","","","","","","","61","07:53:55"
"","","","","","","","","","62","07:54:00"
"","","","","","","","","","84","07:54:10"
"","","","","","","","","","90","07:54:20"
"","","","","","","","","","67","07:54:30"
"","","","","","","","","","62","07:54:40"
"","","","","","","","","","59","07:54:50"
"","","","","","","","","","58","07:55:00"
"","","","","","","","","","57","07:55:10"
"","","","","","","","","","59","07:55:20"
"","","","","","","","","","63","07:55:30"
"","","","","","","","","","59","07:55:40"
"","","","","","","","","","59","07:55:50"
"","","","","","","","","","60","07:55:55"
"","","","","","","","","","65","07:56:10"
"","","","","","","","","","63","07:56:20"
"","","","","","","","","","62","07:56:30"
"","","","","","","","","","63","07:56:40"
"","","","","","","","","","62","07:56:50"
"","","","","","","","","","62","07:57:05"
"","","","","","","","","","64","07:57:10"
"","","","","","","","","","65","07:57:20"
"","","","","","","","","","65","07:57:35"
"","","","","","","","","","62","07:57:40"
"","","","","","","","","","63","07:57:50"
"","","","","","","","","","65","07:58:00"
"","","","","","","","","","65","07:58:15"
"","","","","","","","","","63","07:58:20"
"","","","","","","","","","63","07:58:35"
"","","","","","","","","","62","07:58:50"
"","","","","","","","","","65","07:59:00"
"","","","","","","","","","65","07:59:15"
"","","","","","","","","","63","07:59:20"
"","","","","","","","","","63","07:59:35"
"","","","","","","","","","61","07:59:40"
"","","","","","","","","","62","07:59:50"
"","","","","","","","","","66","08:00:00"
"","","","","","","","","","68","08:00:10"
"","","","","","","","","","71","08:00:20"
"","","","","","","","","","69","08:00:30"
"","","","","","","","","","67","08:00:40"
"","","","","","","","","","64","08:00:50"
"","","","","","","","","","64","08:01:05"
"","","","","","","","","","65","08:01:10"
"","","","","","","","","","64","08:01:20"
"","","","","","","","","","65","08:01:30"
"","","","","","","","","","66","08:01:40"
"","","","","","","","","","67","08:01:50"
"","","","","","","","","","68","08:02:00"
"","","","","","","","","","69","08:02:10"
"","","","","","","","","","64","08:02:20"
"","","","","","","","","","64","08:02:35"
"","","","","","","","","","63","08:02:40"
"","","","","","","","","","63","08:02:45"
"","","","","","","","","","74","08:03:00"
"","","","","","","","","","68","08:03:10"
"","","","","","","","","","65","08:03:20"
"","","","","","","","","","63","08:03:30"
"","","","","","","","","","64","08:03:40"
"","","","","","","","","","64","08:03:55"
"","","","","","","","","","62","08:04:00"
"","","","","","","","","","63","08:04:10"
"","","","","","","","","","63","08:04:25"
"","","","","","","","","","66","08:04:30"
"","","","","","","","","","66","08:04:45"
"","","","","","","","","","65","08:04:50"
"","","","","","","","","","65","08:05:00"
"","","","","","","","","","65","08:05:15"
"","","","","","","","","","65","08:05:30"
"","","","","","","","","","66","08:05:40"
"","","","","","","","","","65","08:05:50"
"","","","","","","","","","64","08:05:55"
"","","","","","","","","","64","08:06:00"
"","","","","","","","","","65","08:06:15"
"","","","","","","","","","67","08:06:20"
"","","","","","","","","","68","08:06:25"
"","","","","","","","","","69","08:06:30"
"","","","","","","","","","75","08:06:35"
"","","","","","","","","","75","08:06:40"
"","","","","","","","","","75","08:06:55"
"","","","","","","","","","77","08:07:00"
"","","","","","","","","","85","08:07:15"
"","","","","","","","","","81","08:07:25"
"","","","","","","","","","82","08:07:30"
"","","","","","","","","","79","08:07:40"
"","","","","","","","","","78","08:07:45"
"","","","","","","","","","78","08:07:50"
"","","","","","","","","","72","08:07:55"
"","","","","","","","","","70","08:08:00"
"","","","","","","","","","68","08:08:05"
"","","","","","","","","","67","08:08:10"
"","","","","","","","","","66","08:08:20"
"","","","","","","","","","68","08:08:30"
"","","","","","","","","","65","08:08:40"
"","","","","","","","","","62","08:08:50"
"","","","","","","","","","63","08:09:00"
"","","","","","","","","","64","08:09:10"
"","","","","","","","","","65","08:09:20"
"","","","","","","","","","66","08:09:30"
"","","","","","","","","","71","08:09:40"
"","","","","","","","","","70","08:09:55"
"","","","","","","","","","70","08:10:10"
"","","","","","","","","","72","08:10:20"
"","","","","","","","","","73","08:10:25"
"","","","","","","","","","70","08:10:30"
"","","","","","","","","","67","08:10:40"
"","","","","","","","","","68","08:10:45"
"","","","","","","","","","69","08:10:55"
"","","","","","","","","","70","08:11:00"
"","","","","","","","","","70","08:11:15"
"","","","","","","","","","72","08:11:20"
"","","","","","","","","","73","08:11:25"
"","","","","","","","","","75","08:11:30"
"","","","","","","","","","76","08:11:35"
"","","","","","","","","","76","08:11:50"
"","","","","","","","","","76","08:12:00"
"","","","","","","","","","70","08:12:10"
"","","","","","","","","","69","08:12:20"
"","","","","","","","","","70","08:12:30"
"","","","","","","","","","76","08:12:40"
"","","","","","","","","","79","08:12:50"
"","","","","","","","","","69","08:13:00"
"","","","","","","","","","66","08:13:10"
"","","","","","","","","","67","08:13:20"
"","","","","","","","","","69","08:13:25"
"","","","","","","","","","70","08:13:35"
"","","","","","","","","","71","08:13:45"
"","","","","","","","","","71","08:14:00"
"","","","","","","","","","85","08:14:10"
"","","","","","","","","","85","08:14:25"
"","","","","","","","","","84","08:14:35"
"","","","","","","","","","84","08:14:40"
"","","","","","","","","","86","08:14:50"
"","","","","","","","","","85","08:14:55"
"","","","","","","","","","84","08:15:00"
"","","","","","","","","","83","08:15:05"
"","","","","","","","","","87","08:15:15"
"","","","","","","","","","79","08:15:20"
"","","","","","","","","","79","08:15:25"
"","","","","","","","","","79","08:15:40"
"","","","","","","","","","79","08:15:45"
"","","","","","","","","","79","08:15:50"
"","","","","","","","","","80","08:15:55"
"","","","","","","","","","81","08:16:00"
"","","","","","","","","","81","08:16:05"
"","","","","","","","","","80","08:16:10"
"","","","","","","","","","79","08:16:15"
"","","","","","","","","","78","08:16:20"
"","","","","","","","","","78","08:16:35"
"","","","","","","","","","78","08:16:50"
"","","","","","","","","","78","08:17:05"
"","","","","","","","","","79","08:17:10"
"","","","","","","","","","79","08:17:25"
"","","","","","","","","","79","08:17:40"
"","","","","","","","","","79","08:17:55"
"","","","","","","","","","79","08:18:10"
"","","","","","","","","","79","08:18:25"
"","","","","","","","","","108","08:32:00"
"","","","","","","","","","107","08:32:05"
"","","","","","","","","","107","08:32:15"
"","","","","","","","","","108","08:32:25"
"","","","","","","","","","105","08:32:35"
"","","","","","","","","","107","08:32:40"
"","","","","","","","","","105","08:32:45"
"","","","","","","","","","104","08:33:00"
"","","","","","","","","","101","08:33:05"
"","","","","","","","","","100","08:33:10"
"","","","","","","","","","99","08:33:15"
"","","","","","","","","","98","08:33:20"
"","","","","","","","","","101","08:33:25"
"","","","","","","","","","104","08:33:30"
"","","","","","","","","","106","08:33:35"
"","","","","","","","","","105","08:33:45"
"","","","","","","","","","102","08:33:50"
"","","","","","","","","","105","08:33:55"
"","","","","","","","","","104","08:34:00"
"","","","","","","","","","102","08:34:05"
"","","","","","","","","","103","08:34:10"
"","","","","","","","","","101","08:34:15"
"","","","","","","","","","100","08:34:20"
"","","","","","","","","","96","08:34:25"
"","","","","","","","","","95","08:34:30"
"","","","","","","","","","98","08:34:35"
"","","","","","","","","","99","08:34:40"
"","","","","","","","","","101","08:34:45"
"","","","","","","","","","103","08:34:50"
"","","","","","","","","","105","08:34:55"
"","","","","","","","","","106","08:35:00"
"","","","","","","","","","108","08:35:05"
"","","","","","","","","","106","08:35:15"
"","","","","","","","","","104","08:35:20"
"","","","","","","","","","106","08:35:30"
"","","","","","","","","","111","08:35:35"
"","","","","","","","","","114","08:35:40"
"","","","","","","","","","120","08:35:45"
"","","","","","","","","","119","08:35:50"
"","","","","","","","","","117","08:35:55"
"","","","","","","","","","116","08:36:00"
"","","","","","","","","","112","08:36:05"
"","","","","","","","","","111","08:36:15"
"","","","","","","","","","112","08:36:20"
"","","","","","","","","","107","08:36:30"
"","","","","","","","","","109","08:36:35"
"","","","","","","","","","111","08:36:40"
"","","","","","","","","","112","08:36:45"
"","","","","","","","","","111","08:36:55"
"","","","","","","","","","112","08:37:05"
"","","","","","","","","","117","08:37:15"
"","","","","","","","","","122","08:37:20"
"","","","","","","","","","127","08:37:25"
"","","","","","","","","","128","08:37:30"
"","","","","","","","","","128","08:37:35"
"","","","","","","","","","127","08:37:40"
"","","","","","","","","","123","08:37:45"
"","","","","","","","","","125","08:37:50"
"","","","","","","","","","126","08:37:55"
"","","","","","","","","","125","08:38:00"
"","","","","","","","","","122","08:38:05"
"","","","","","","","","","120","08:38:10"
"","","","","","","","","","119","08:38:15"
"","","","","","","","","","121","08:38:20"
"","","","","","","","","","119","08:38:30"
"","","","","","","","","","118","08:38:35"
"","","","","","","","","","113","08:38:40"
"","","","","","","","","","112","08:38:45"
"","","","","","","","","","113","08:38:50"
"","","","","","","","","","112","08:38:55"
"","","","","","","","","","109","08:39:05"
"","","","","","","","","","108","08:39:10"
"","","","","","","","","","107","08:39:15"
"","","","","","","","","","108","08:39:20"
"","","","","","","","","","109","08:39:25"
"","","","","","","","","","112","08:39:30"
"","","","","","","","","","113","08:39:35"
"","","","","","","","","","112","08:39:45"
"","","","","","","","","","113","08:39:50"
"","","","","","","","","","115","08:39:55"
"","","","","","","","","","117","08:40:00"
"","","","","","","","","","118","08:40:05"
"","","","","","","","","","116","08:40:10"
"","","","","","","","","","113","08:40:15"
"","","","","","","","","","112","08:40:20"
"","","","","","","","","","113","08:40:25"
"","","","","","","","","","112","08:40:35"
"","","","","","","","","","113","08:40:40"
"","","","","","","","","","112","08:40:45"
"","","","","","","","","","111","08:40:50"
"","","","","","","","","","113","08:40:55"
"","","","","","","","","","116","08:41:00"
"","","","","","","","","","118","08:41:05"
"","","","","","","","","","116","08:41:10"
"","","","","","","","","","118","08:41:20"
"","","","","","","","","","119","08:41:25"
"","","","","","","","","","121","08:41:30"
"","","","","","","","","","119","08:41:40"
"","","","","","","","","","114","08:41:45"
"","","","","","","","","","111","08:41:50"
"","","","","","","","","","114","08:42:00"
"","","","","","","","","","116","08:42:10"
"","","","","","","","","","118","08:42:15"
"","","","","","","","","","120","08:42:25"
"","","","","","","","","","121","08:42:30"
"","","","","","","","","","117","08:42:35"
"","","","","","","","","","115","08:42:45"
"","","","","","","","","","114","08:42:50"
"","","","","","","","","","113","08:43:00"
"","","","","","","","","","111","08:43:05"
"","","","","","","","","","112","08:43:15"
"","","","","","","","","","111","08:43:20"
"","","","","","","","","","110","08:43:30"
"","","","","","","","","","108","08:43:35"
"","","","","","","","","","104","08:43:40"
"","","","","","","","","","99","08:43:45"
"","","","","","","","","","102","08:43:50"
"","","","","","","","","","104","08:43:55"
"","","","","","","","","","106","08:44:00"
"","","","","","","","","","107","08:44:05"
"","","","","","","","","","111","08:44:10"
"","","","","","","","","","112","08:44:15"
"","","","","","","","","","111","08:44:20"
"","","","","","","","","","110","08:44:25"
"","","","","","","","","","107","08:44:40"
"","","","","","","","","","103","08:44:45"
"","","","","","","","","","102","08:44:50"
"","","","","","","","","","103","08:44:55"
"","","","","","","","","","105","08:45:00"
"","","","","","","","","","103","08:45:05"
"","","","","","","","","","104","08:45:10"
"","","","","","","","","","100","08:45:15"
"","","","","","","","","","100","08:45:30"
"","","","","","","","","","102","08:45:35"
"","","","","","","","","","102","08:45:40"
"","","","","","","","","","100","08:45:50"
"","","","","","","","","","99","08:45:55"
"","","","","","","","","","95","08:46:00"
"","","","","","","","","","97","08:46:05"
"","","","","","","","","","100","08:46:10"
"","","","","","","","","","103","08:46:20"
"","","","","","","","","","104","08:46:30"
"","","","","","","","","","106","08:46:40"
"","","","","","","","","","106","08:46:50"
"","","","","","","","","","105","08:46:55"
"","","","","","","","","","105","08:47:00"
"","","","","","","","","","104","08:47:05"
"","","","","","","","","","99","08:47:20"
"","","","","","","","","","93","08:47:30"
"","","","","","","","","","96","08:47:40"
"","","","","","","","","","95","08:47:45"
"","","","","","","","","","104","08:48:00"
"","","","","","","","","","106","08:48:05"
"","","","","","","","","","101","08:48:10"
"","","","","","","","","","102","08:48:20"
"","","","","","","","","","103","08:48:25"
"","","","","","","","","","94","08:48:30"
"","","","","","","","","","102","08:48:40"
"","","","","","","","","","101","08:48:45"
"","","","","","","","","","102","08:48:50"
"","","","","","","","","","100","08:49:00"
"","","","","","","","","","98","08:49:10"
